author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Агент по недвижимости,1,5,4,85.4,27.0,Перово,Федеративный проспект,Перово,37.78422,55.75098
Агент по недвижимости,21,22,4,101.8,27.2,Свиблово,Игарский проезд,Свиблово,37.653379,55.855558
Риэлтор,6,8,4,109.5,27.0,Тимирязевский,Дмитровское шоссе,Окружная,37.575531,55.844748
Риэлтор,17,25,4,100.0,27.4,Коньково,Миклухо-Маклая ,Беляево,37.526115,55.642357
Риэлтор,3,5,4,104.0,27.3,Измайлово,1-я Прядильная ,Измайловская,37.779896,55.787713
Агент по недвижимости,6,25,4,90.0,27.3,Алексеевский,проспект Мира,Улица Сергея Эйзенштейна,37.644997,55.829305
Риэлтор,6,7,4,90.0,27.5,Беговой,Беговая ,Динамо,37.558212,55.789704
Агент по недвижимости,4,5,4,68.8,27.78,Дорогомилово,Студенческая ,Студенческая,37.54842,55.738761
Риэлтор,16,22,4,97.7,28.0,Коньково, Островитянова,Коньково,37.519156,55.631857
Риэлтор,22,22,4,100.6,27.9,Зябликово, Мусы Джалиля,Шипиловская,37.743611,55.621667
Агент по недвижимости,3,22,4,98.7,27.9,Чертаново Центральное,Кировоградская ,Пражская,37.602386,55.610962
Риэлтор,4,14,4,91.0,28.0,Южное Медведково,проезд Шокальского,Бабушкинская,37.664341,55.870641
Риэлтор,23,24,4,120.0,27.9,Бутырский, Яблочкова,Тимирязевская,37.574498,55.81866
Агент по недвижимости,3,17,4,100.0,28.0,Люблино,Новороссийская ,Люблино,37.761639,55.676596
Агент по недвижимости,5,17,4,108.0,27.85,Можайский,Можайское шоссе,Сетунь,37.398473,55.724211
Агент по недвижимости,4,5,4,68.8,28.0,Дорогомилово,Студенческая ,Студенческая,37.54842,55.738761
Агент по недвижимости,8,8,4,80.9,28.0,Таганский,Нижегородская ,Площадь Ильича,37.680726,55.747115
Агент по недвижимости,3,8,4,86.0,28.0,Люблино,Цимлянская ,Люблино,37.761639,55.676596
Агент по недвижимости,4,5,4,68.8,28.0,Дорогомилово,Студенческая ,Студенческая,37.54842,55.738761
Агент по недвижимости,6,14,4,91.3,27.9,Северное Бутово, Знаменские Садки,Бульвар Дмитрия Донского,37.576856,55.568201
Риэлтор,11,32,4,85.5,28.0,Очаково-Матвеевское,Большая Очаковская ,Аминьевская,37.464931,55.697189
Риэлтор,13,22,4,98.5,28.0,Лианозово,Алтуфьевское шоссе,Алтуфьево,37.586473,55.899034
Риэлтор,3,17,4,87.7,28.0,Ростокино,проезд Кадомцева,Ростокино,37.667778,55.839444
Риэлтор,2,17,4,92.7,28.3,Черемушки, Архитектора Власова,Профсоюзная,37.562595,55.677671
Риэлтор,3,5,4,80.0,28.2,Савеловский,1-я Хуторская ,Дмитровская,37.581734,55.808056
Агент по недвижимости,7,7,4,76.5,28.5,Красносельский,Краснопрудная ,Красносельская,37.666097,55.780014
Агент по недвижимости,3,22,4,98.0,28.5,Чертаново Центральное,Кировоградская ,Пражская,37.602386,55.610962
Агент по недвижимости,2,5,4,80.0,28.5,Мещанский,Капельский переулок,Проспект Мира,37.633646,55.779584
Риэлтор,14,22,4,95.0,28.5,Ломоносовский, Гарибальди,Новые Черёмушки,37.554493,55.670077
Риэлтор,4,8,4,82.5,28.5,Аэропорт, Черняховского,Аэропорт,37.530477,55.800441
Агент по недвижимости,5,7,4,103.0,28.89,Можайский,Можайское шоссе,Кунцевская,37.445985,55.728707
Агент по недвижимости,2,5,4,84.2,28.9,Даниловский, Лестева,Шаболовская,37.607892,55.718828
Официальный представитель,3,4,4,86.4,28.77,Покровское-Стрешнево,Летная ,Тушинская,37.437024,55.825479
Риэлтор,6,9,4,96.0,28.9,Метрогородок,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,2,9,4,81.1,29.0,Беговой,Ленинградский проспект,Белорусская,37.582107,55.777439
Агент по недвижимости,33,33,4,91.0,29.0,Южное Бутово, Поляны,Улица Скобелевская,37.552721,55.548103
Агент по недвижимости,2,14,4,86.0,29.0,Ломоносовский, Вавилова,Профсоюзная,37.562595,55.677671
Агент по недвижимости,3,5,4,100.0,29.0,Даниловский,Павелецкая набережная,Крестьянская застава,37.665325,55.732278
Агент по недвижимости,4,4,4,129.1,29.0,Северное Бутово,Ратная ,Бульвар Дмитрия Донского,37.576856,55.568201
Агент по недвижимости,9,9,4,172.0,29.0,Южное Бутово,Южнобутовская ,Бунинская аллея,37.515899,55.537977
Агент по недвижимости,6,16,4,92.4,29.0,Нагатинский затон,Нагатинская набережная,Коломенская,37.663719,55.677423
Агент по недвижимости,2,5,4,83.6,29.0,Беговой, 5-я Ямского Поля,Савёловская,37.587163,55.794054
Агент по недвижимости,2,8,4,116.0,29.3,Лефортово,Авиамоторная ,Авиамоторная,37.717444,55.751933
Агент по недвижимости,11,11,4,116.0,29.5,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Агент по недвижимости,18,29,4,94.7,29.5,Фили-Давыдково, Ивана Франко,Кунцевская,37.445985,55.728707
Риэлтор,5,5,4,99.3,29.5,Южнопортовый, 1-я Машиностроения,Дубровка,37.676259,55.71807
Агент по недвижимости,28,30,4,82.0,29.5,Южнопортовый,Волгоградский проспект,Угрешская,37.697778,55.718333
Агент по недвижимости,16,19,4,111.2,29.3,Ховрино,Левобережная ,Беломорская,37.475692,55.865369
Агент по недвижимости,18,20,4,81.0,29.99,Очаково-Матвеевское,Озерная ,Озёрная,37.4495,55.6698
Риэлтор,14,16,4,97.3,29.9,Обручевский,Ленинский проспект,Новаторская,37.52218,55.669823
Агент по недвижимости,4,4,4,95.5,30.0,Марьина роща,проезд 12-й Марьиной рощи,Марьина Роща,37.61618,55.793723
Агент по недвижимости,2,22,4,100.0,30.0,Филевский парк,Филевский бульвар,Фили,37.514035,55.746763
Агент по недвижимости,9,22,4,101.6,29.99,Лефортово, Лефортовский Вал,Лефортово,37.706757,55.764693
Агент по недвижимости,6,7,4,71.8,30.0,Сокол,Чапаевский переулок,Сокол,37.515245,55.805564
Агент по недвижимости,4,18,4,92.8,30.0,Марьино,Братиславская ,Братиславская,37.748415,55.658817
Агент по недвижимости,22,25,4,99.5,29.99,Чертаново Южное,Варшавское шоссе,Аннино,37.596999,55.583477
Агент по недвижимости,13,23,4,136.0,29.9,Куркино,Новокуркинское шоссе,Молжаниново,37.380833,55.924167
Агент по недвижимости,1,9,4,85.1,29.99,Красносельский,5-й Красносельский переулок,Красносельская,37.666097,55.780014
Агент по недвижимости,18,18,4,98.0,29.9,Обручевский, Обручева,Юго-Западная,37.482852,55.663146
Агент по недвижимости,13,25,4,128.0,29.9,Куркино,Новокуркинское шоссе,Молжаниново,37.380833,55.924167
Агент по недвижимости,10,22,4,98.7,30.0,Марьино,Новочеркасский бульвар,Марьино,37.743844,55.649158
Агент по недвижимости,4,5,4,74.5,30.0,Академический, Кржижановского,Профсоюзная,37.562595,55.677671
Риэлтор,11,22,4,99.0,30.0,Чертаново Центральное,Днепропетровская ,Южная,37.609047,55.622436
Риэлтор,4,6,4,98.8,30.1,Куркино,Воротынская ,Планерная,37.436808,55.859676
Агент по недвижимости,2,8,4,105.3,30.3,Алексеевский,проспект Мира,ВДНХ,37.640751,55.819626
Риэлтор,17,22,4,100.5,30.25,Ломоносовский, Академика Пилюгина,Новые Черёмушки,37.554493,55.670077
Риэлтор,14,24,4,133.0,30.59,Крылатское,Рублевское шоссе,Крылатское,37.408139,55.756842
Агент по недвижимости,17,18,4,90.2,30.5,Гольяново,Байкальская ,Щёлковская,37.798261,55.809962
Риэлтор,1,8,4,93.2,30.75,Дорогомилово, 1812 года,Парк Победы,37.516865,55.735679
Агент по недвижимости,1,5,4,76.1,31.0,Хамовники,Погодинская ,Спортивная,37.562041,55.722388
Агент по недвижимости,1,4,4,71.0,31.0,Хамовники, Тимура Фрунзе,Парк Культуры,37.595027,55.736163
Агент по недвижимости,3,25,4,120.3,31.0,Можайский,Можайское шоссе,Рабочий посёлок,37.417877,55.726918
Агент по недвижимости,12,14,4,64.0,31.3,Таганский,Большой Рогожский переулок,Марксистская,37.65604,55.740746
Агент по недвижимости,3,5,4,97.0,31.1,Щукино, Расплетина,Октябрьское поле,37.493317,55.793581
Риэлтор,8,22,4,100.0,31.2,Соколиная гора, 8-я Соколиной Горы,Соколиная гора,37.745278,55.77
Риэлтор,12,22,4,100.0,31.5,Останкинский, Академика Королева,Улица Академика Королёва,37.627167,55.821821
Агент по недвижимости,3,17,4,96.0,31.4,Теплый Стан,Ленинский проспект,Тропарёво,37.4725,55.6459
Риэлтор,2,5,4,99.2,31.56,Филевский парк,Новозаводская ,Фили,37.514035,55.746763
Риэлтор,4,4,4,95.5,32.0,Марьина роща,проезд 12-й Марьиной рощи,Марьина Роща,37.61618,55.793723
Агент по недвижимости,2,6,4,111.8,32.0,Левобережный,Ленинградское шоссе,Речной вокзал,82.93827,55.008738
Агент по недвижимости,20,24,4,105.3,32.0,Дмитровский,Дмитровское шоссе,Яхромская,37.545429,55.879904
Риэлтор,2,10,4,108.0,32.0,Гагаринский, Косыгина,Ленинский проспект,37.58499,55.70678
Агент по недвижимости,1,5,4,81.6,32.0,Хамовники, Доватора,Спортивная,37.562041,55.722388
Агент по недвижимости,16,22,4,100.0,32.0,Обручевский, Обручева,Новаторская,37.52218,55.669823
Риэлтор,5,22,4,109.1,32.0,Раменки, Лобачевского,Аминьевская,37.464931,55.697189
Риэлтор,5,23,4,102.3,32.2,Богородское,Тюменский проезд,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,5,9,4,101.4,32.3,Красносельский,Краснопрудная ,Комсомольская,37.654565,55.774072
Агент по недвижимости,18,25,4,124.2,32.5,Чертаново Северное,Балаклавский проспект,Чертановская,37.606065,55.640538
Агент по недвижимости,22,51,4,80.3,32.5,Пресненский,Шмитовский проезд,Шелепиха,37.524067,55.757116
Агент по недвижимости,2,7,4,100.0,32.5,Даниловский,1-я оч.,ЗИЛ,37.648333,55.698333
Агент по недвижимости,10,12,4,112.0,32.39,Таганский,Библиотечная ,Площадь Ильича,37.680726,55.747115
Агент по недвижимости,11,12,4,112.0,32.4,Таганский,Библиотечная ,Площадь Ильича,37.680726,55.747115
Агент по недвижимости,2,5,4,100.0,32.5,Лефортово,Ухтомская ,Лефортово,37.706757,55.764693
Риэлтор,21,22,4,102.0,32.8,Ломоносовский, Академика Пилюгина,Новые Черёмушки,37.554493,55.670077
Агент по недвижимости,7,12,4,103.2,32.7,Западное Дегунино, Летчика Осканова,Верхние Лихоборы,37.561589,55.855143
Агент по недвижимости,20,22,4,105.3,33.0,Дмитровский,Дмитровское шоссе,Яхромская,37.545429,55.879904
Агент по недвижимости,2,5,4,100.7,32.99,Басманный,переулок Рубцов,Бауманская,37.67904,55.772405
Риэлтор,3,8,4,77.8,33.0,Хорошевский, Зорге,Зорге,37.504444,55.787778
Агент по недвижимости,20,22,4,100.0,33.0,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,37.485071,55.775697
Риэлтор,3,8,4,91.1,33.0,Хорошевский, Зорге,Зорге,37.504444,55.787778
Агент по недвижимости,2,8,4,85.1,33.0,Измайлово,9-я Парковая ,Щёлковская,37.798261,55.809962
Риэлтор,3,25,4,106.7,33.1,Тропарево-Никулино, Покрышкина,Юго-Западная,37.482852,55.663146
Риэлтор,3,8,4,82.0,33.0,Беговой,Ленинградский проспект,Белорусская,37.582107,55.777439
Риэлтор,3,17,4,92.6,33.0,Донской,Большая Тульская ,Тульская,37.622569,55.70961
Агент по недвижимости,31,33,4,115.2,33.5,Южное Бутово, Поляны,Улица Скобелевская,37.552721,55.548103
Агент по недвижимости,31,33,4,115.2,33.5,Южное Бутово, Поляны,Улица Скобелевская,37.552721,55.548103
Агент по недвижимости,12,17,4,103.0,33.5,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Риэлтор,12,17,4,102.0,33.5,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Агент по недвижимости,9,16,4,84.4,33.7,Гагаринский,Ленинский проспект,Университет,37.534511,55.69329
Риэлтор,21,25,4,115.2,33.9,Нижегородский, Нижняя Хохловка,Нижегородская,37.729404,55.731835
Агент по недвижимости,22,22,4,101.4,34.0,Крылатское, Крылатские Холмы,Крылатское,37.408139,55.756842
Агент по недвижимости,15,35,4,111.5,34.0,Левобережный,Фестивальная ,Речной вокзал,82.93827,55.008738
Агент по недвижимости,6,8,4,90.5,34.0,Даниловский,Большая Серпуховская ,Тульская,37.622569,55.70961
Риэлтор,7,20,4,89.3,34.0,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,2,5,4,86.3,34.0,Дорогомилово,Студенческая ,Студенческая,37.54842,55.738761
Риэлтор,8,15,4,143.5,34.0,Куркино,Родионовская ,Молжаниново,37.380833,55.924167
Агент по недвижимости,3,5,4,82.0,34.5,Замоскворечье,Валовая ,Павелецкая,37.638693,55.729741
Агент по недвижимости,18,24,4,109.0,34.5,Донской,Загородное шоссе,Крымская,37.605,55.690038
Агент по недвижимости,8,8,4,91.6,34.5,Беговой,Ленинградский проспект,Белорусская,37.582107,55.777439
Риэлтор,18,20,4,85.61,34.35,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,5,12,4,101.4,34.5,Красносельский,Краснопрудная ,Комсомольская,37.654565,55.774072
Агент по недвижимости,35,35,4,91.0,34.8,Левобережный,Фестивальная ,Речной вокзал,82.93827,55.008738
Агент по недвижимости,4,17,4,102.0,34.9,Хорошевский, Полины Осипенко,ЦСКА,37.533301,55.786602
Агент по недвижимости,3,8,4,139.2,34.99,Куркино, Соловьиная Роща,Молжаниново,37.380833,55.924167
Риэлтор,4,5,4,94.8,34.7,Мещанский,Трифоновская ,Рижская,37.636114,55.792494
Агент по недвижимости,2,11,4,128.1,34.9,Куркино,Соколово-Мещерская ,Молжаниново,37.380833,55.924167
Агент по недвижимости,9,26,4,105.0,35.0,Очаково-Матвеевское,Большая Очаковская ,Озёрная,37.4495,55.6698
Агент по недвижимости,7,22,4,105.0,35.0,Обручевский, Обручева,Новаторская,37.52218,55.669823
Агент по недвижимости,19,27,4,99.7,35.0,Можайский, Петра Алексеева,Давыдково,37.45177,55.71517
Риэлтор,4,10,4,84.4,35.0,Гагаринский,Ленинский проспект,Университет,37.534511,55.69329
Агент по недвижимости,24,27,4,98.6,35.0,Лефортово, Крузенштерна,Авиамоторная,37.717444,55.751933
Агент по недвижимости,4,11,4,84.5,35.0,Москворечье-Сабурово,переулок 2-й Котляковский,Варшавская,37.619711,55.653406
Агент по недвижимости,5,7,4,131.0,35.0,Южнопортовый,Велозаводская ,Дубровка,37.676259,55.71807
Риэлтор,2,19,4,100.0,35.0,Академический, Гримау,Академическая,37.5723,55.687147
Агент по недвижимости,10,41,4,88.09,35.15,Пресненский,Шмитовский проезд,Шелепиха,37.524067,55.757116
Агент по недвижимости,41,48,4,86.0,35.0,Савеловский,2-я Хуторская ,Дмитровская,37.581734,55.808056
Агент по недвижимости,10,25,4,128.0,35.0,Чертаново Северное,Балаклавский проспект,Чертановская,37.606065,55.640538
Агент по недвижимости,4,18,4,100.0,35.0,Щукино, Берзарина,Панфиловская,37.498889,55.799167
Агент по недвижимости,5,5,4,96.8,35.0,Богородское,3-я Гражданская ,Преображенская площадь,37.713582,55.796322
Агент по недвижимости,4,22,4,101.0,35.0,Фили-Давыдково,Кременчугская ,Славянский бульвар,37.470973,55.729542
Риэлтор,6,10,4,127.0,35.0,Куркино,Новокуркинское шоссе,Молжаниново,37.380833,55.924167
Агент по недвижимости,4,4,4,90.0,35.0,Донской,Духовской переулок,Тульская,37.622569,55.70961
Агент по недвижимости,2,8,4,87.3,35.3,Дорогомилово,Кутузовский проспект,Кутузовская,37.5341,55.740544
Агент по недвижимости,3,17,4,145.0,35.0,Западное Дегунино,Коровинское шоссе,Селигерская,37.547117,55.866556
Риэлтор,12,22,4,115.2,35.0,Головинский,3-й Лихачевский переулок,Коптево,37.520037,55.839637
Неизвестно,21,25,4,100.1,35.0,Коньково, Академика Капицы,Коньково,37.519156,55.631857
Риэлтор,15,22,4,103.0,35.0,Обручевский, Обручева,Калужская,37.540075,55.656682
Риэлтор,10,15,4,100.0,35.0,Кунцево,Рублевское шоссе,Молодёжная,37.415627,55.741375
Агент по недвижимости,23,42,4,82.0,35.5,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Агент по недвижимости,23,42,4,86.7,35.5,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Риэлтор,1,5,4,91.6,35.56,Пресненский, Анатолия Живова,Улица 1905 года,37.562271,55.763944
Агент по недвижимости,22,39,4,98.0,35.45,Раменки, Лобачевского,Аминьевская,37.464931,55.697189
Агент по недвижимости,17,32,4,82.3,35.65,Хорошево-Мневники,Причальный проезд,Шелепиха,37.524067,55.757116
Риэлтор,11,17,4,137.1,36.0,Чертаново Южное,Россошанская ,Улица Академика Янгеля,37.601498,55.596753
Риэлтор,2,12,4,85.0,36.0,Сокольники, Сокольнический Вал,Сокольники,37.679895,55.789282
Агент по недвижимости,3,15,4,135.0,35.9,Бирюлево Восточное,6-я Радиальная ,Царицыно,37.669612,55.620982
Агент по недвижимости,2,9,4,100.0,36.0,Беговой,Ленинградский проспект,Белорусская,37.582107,55.777439
Агент по недвижимости,23,42,4,86.7,36.0,Зюзино,Севастопольский проспект,Зюзино,37.57369,55.655717
Риэлтор,2,5,4,82.4,35.9,Замоскворечье,Садовническая ,Павелецкая,37.638693,55.729741
Агент по недвижимости,23,42,4,86.7,36.0,Котловка,Севастопольский проспект,Нагорная,37.610397,55.672962
Агент по недвижимости,10,11,4,75.0,36.0,Басманный, Казакова,Курская,37.659039,55.758564
Агент по недвижимости,8,16,4,100.2,36.0,Тропарево-Никулино,Никулинская ,Озёрная,37.4495,55.6698
Риэлтор,7,23,4,104.5,36.0,Богородское,Тюменский проезд,Бульвар Рокоссовского,37.732227,55.814916
Риэлтор,4,6,4,105.2,36.0,Замоскворечье,Большой Строченовский переулок,Павелецкая,37.638693,55.729741
Риэлтор,2,10,4,90.4,36.0,Таганский,Народная ,Таганская,37.653334,55.742396
Риэлтор,15,24,4,118.4,36.5,Зюзино,Азовская ,Севастопольская,37.59809,55.651451
Риэлтор,2,8,4,82.0,36.6,Басманный,Старая Басманная ,Курская,37.659039,55.758564
Агент по недвижимости,5,6,4,88.0,36.49,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Агент по недвижимости,18,32,4,116.8,37.0,Бутырский, Руставели,Бутырская,37.602778,55.813333
Риэлтор,3,25,4,120.4,36.8,Тропарево-Никулино, Покрышкина,Юго-Западная,37.482852,55.663146
Агент по недвижимости,4,8,4,100.4,37.0,Даниловский,Дербеневская набережная,Павелецкая,37.638693,55.729741
Агент по недвижимости,3,7,4,94.5,36.95,Мещанский,проспект Мира,Проспект Мира,37.633646,55.779584
Агент по недвижимости,5,22,4,146.5,37.0,Северное Бутово,Старокачаловская ,Бульвар Дмитрия Донского,37.576856,55.568201
Агент по недвижимости,13,24,4,119.4,36.8,Чертаново Центральное,Чертановская ,Пражская,37.602386,55.610962
Агент по недвижимости,28,29,4,96.8,37.0,Богородское,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,12,21,4,125.0,37.0,Бабушкинский, Искры,Бабушкинская,37.664341,55.870641
Агент по недвижимости,2,42,4,115.0,37.0,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,37.524067,55.757116
Риэлтор,3,6,4,108.9,36.8,Тимирязевский,Дмитровское шоссе,Тимирязевская,37.574498,55.81866
Риэлтор,5,6,4,83.7,37.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Агент по недвижимости,2,5,4,105.0,37.2,Савеловский,Петровско-Разумовский проезд,Петровский Парк,37.557322,55.791957
Агент по недвижимости,3,8,4,106.0,37.35,Басманный, Земляной Вал,Курская,37.659039,55.758564
Риэлтор,10,20,4,98.7,37.3,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,16,18,4,124.6,37.49,Лефортово, Княжнина,Лефортово,37.706757,55.764693
Риэлтор,6,22,4,97.7,37.3,Останкинский, Академика Королева,Улица Академика Королёва,37.627167,55.821821
Риэлтор,10,10,4,110.0,37.45,Коптево, Космонавта Волкова,Красный Балтиец,37.526618,55.815478
Риэлтор,5,6,4,104.3,37.7,Пресненский, Грузинский Вал,Белорусская,37.582107,55.777439
Агент по недвижимости,7,10,4,116.5,37.7,Басманный, Фридриха Энгельса,Бауманская,37.67904,55.772405
Агент по недвижимости,4,4,4,85.0,37.6,Басманный,Старокирочный переулок,Бауманская,37.67904,55.772405
Риэлтор,16,19,4,130.0,37.6,Куркино,Новокуркинское шоссе,Молжаниново,37.380833,55.924167
Риэлтор,26,27,4,92.0,38.0,Хорошевский, Зорге,Полежаевская,37.517895,55.777201
Риэлтор,7,9,4,99.0,37.9,Мещанский,Глинистый переулок,Рижская,37.636114,55.792494
Агент по недвижимости,8,8,4,99.0,37.95,Сокол, Куусинена,Зорге,37.504444,55.787778
Агент по недвижимости,5,9,4,96.7,38.0,Даниловский,Хавская ,Шаболовская,37.607892,55.718828
Агент по недвижимости,41,47,4,85.6,38.0,Бутырский,Большая Новодмитровская ,Савёловская,37.587163,55.794054
Агент по недвижимости,6,7,4,108.0,38.0,Южнопортовый,Велозаводская ,Дубровка,37.676259,55.71807
Агент по недвижимости,25,27,4,90.0,38.0,Хорошевский, Зорге,Зорге,37.504444,55.787778
Агент по недвижимости,24,29,4,121.5,38.2,Фили-Давыдково, Ивана Франко,Кунцевская,37.445985,55.728707
Агент по недвижимости,2,22,4,98.8,37.95,Фили-Давыдково,Кастанаевская ,Пионерская,37.466728,55.736027
Риэлтор,2,14,4,87.0,38.0,Даниловский,Даниловская набережная,Крестьянская застава,37.665325,55.732278
Агент по недвижимости,8,27,4,79.0,38.0,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,37.464931,55.697189
Агент по недвижимости,13,17,4,141.0,37.9,Лосиноостровский,Челюскинская ,Медведково,37.661562,55.888103
Риэлтор,1,11,4,93.0,38.0,Гагаринский,Университетский проспект,Университет,37.534511,55.69329
Риэлтор,27,32,4,95.5,38.0,Можайский,переулок 2-й Петра Алексеева,Рабочий посёлок,37.417877,55.726918
Риэлтор,14,24,4,120.0,37.9,Покровское-Стрешнево,Волоколамское шоссе,Спартак,37.4352,55.8182
Риэлтор,4,8,4,101.0,38.0,Сокол, Алабяна,Сокол,37.515245,55.805564
Риэлтор,6,8,4,115.0,38.5,Беговой,Ленинградский проспект,Белорусская,37.582107,55.777439
Агент по недвижимости,14,33,4,84.0,38.6,Хорошево-Мневники,Причальный проезд,Шелепиха,37.524067,55.757116
Риэлтор,1,5,4,97.6,38.3,Басманный, Чаплыгина,Красные ворота,37.6478,55.768307
Риэлтор,5,9,4,92.0,38.5,Басманный, Земляной Вал,Курская,37.659039,55.758564
Агент по недвижимости,5,28,4,80.1,38.9,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,37.464931,55.697189
Риэлтор,2,9,4,111.0,39.0,Таганский,Новоспасский переулок,Пролетарская,37.666917,55.731546
Агент по недвижимости,39,42,4,94.0,39.0,Раменки, Лобачевского,Аминьевская,37.464931,55.697189
Агент по недвижимости,8,13,4,88.2,39.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Агент по недвижимости,12,16,4,103.9,38.99,Сокол, Зорге,Зорге,37.504444,55.787778
Агент по недвижимости,6,6,4,84.0,39.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Риэлтор,2,5,4,81.7,39.0,Тверской,4-я Тверская-Ямская ,Маяковская,37.596192,55.769808
Риэлтор,5,5,4,98.6,39.0,Тверской,Долгоруковская ,Новослободская,37.601252,55.779606
Агент по недвижимости,19,20,4,119.0,39.0,Обручевский, Островитянова,Коньково,37.519156,55.631857
Агент по недвижимости,13,43,4,105.0,39.0,Пресненский,Шмитовский проезд,Шелепиха,37.524067,55.757116
Агент по недвижимости,19,20,4,124.4,39.0,Обручевский, Островитянова,Коньково,37.519156,55.631857
Риэлтор,3,9,4,100.0,39.0,Щукино, Маршала Рыбалко,Октябрьское поле,37.493317,55.793581
Агент по недвижимости,4,6,4,87.3,39.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Агент по недвижимости,8,13,4,92.0,39.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Агент по недвижимости,4,6,4,87.3,39.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Агент по недвижимости,8,13,4,92.0,39.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Риэлтор,4,6,4,82.0,39.0,Сокол,Новопесчаная ,Зорге,37.504444,55.787778
Агент по недвижимости,43,54,4,90.0,39.0,Савеловский,2-я Хуторская ,Дмитровская,37.581734,55.808056
Агент по недвижимости,14,33,4,83.4,38.65,Хорошево-Мневники,Причальный проезд,Шелепиха,37.524067,55.757116
Риэлтор,8,8,4,103.0,38.8,Таганский, Рогожский Вал,Площадь Ильича,37.680726,55.747115
Риэлтор,4,6,4,87.3,39.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Риэлтор,10,22,4,117.6,39.25,Кунцево,Истринская ,Кунцевская,37.445985,55.728707
Агент по недвижимости,14,20,4,97.6,39.8,Филевский парк,Большая Филевская ,Фили,37.514035,55.746763
Агент по недвижимости,17,22,4,110.0,39.7,Покровское-Стрешнево,Волоколамское шоссе,Спартак,37.4352,55.8182
Риэлтор,8,21,4,130.0,39.5,Тропарево-Никулино, Академика Анохина,Юго-Западная,37.482852,55.663146
Агент по недвижимости,4,5,4,106.9,39.5,Замоскворечье,1-й Щипковский переулок,Серпуховская,37.624792,55.726548
Агент по недвижимости,22,22,4,100.2,39.5,Обручевский, Новаторов,Новаторская,37.52218,55.669823
Агент по недвижимости,2,14,4,121.0,39.5,Очаково-Матвеевское, Наташи Ковшовой,Очаково,37.451389,55.683611
Агент по недвижимости,8,9,4,90.0,39.8,Пресненский,Васильевская ,Маяковская,37.596192,55.769808
Агент по недвижимости,10,28,4,101.8,40.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,4,26,4,92.2,39.85,Головинский,Кронштадтский бульвар,Водный стадион,37.487515,55.838978
Агент по недвижимости,8,46,4,101.6,39.99,Обручевский, Академика Волгина,Калужская,37.540075,55.656682
Агент по недвижимости,17,31,4,95.0,40.0,Раменки, Лобачевского,Аминьевская,37.464931,55.697189
Агент по недвижимости,16,24,4,115.0,40.0,Черемушки,Херсонская ,Калужская,37.540075,55.656682
Риэлтор,17,19,4,128.2,39.9,Коньково, Бутлерова,Калужская,37.540075,55.656682
Риэлтор,8,17,4,100.0,40.0,Хамовники,Смоленский бульвар,Парк Культуры,37.595027,55.736163
Агент по недвижимости,23,29,4,99.9,40.0,Нагатино-Садовники,Варшавское шоссе,Нагатинская,37.620917,55.682099
Агент по недвижимости,2,17,4,137.3,39.9,Тропарево-Никулино,Никулинская ,Озёрная,37.4495,55.6698
Агент по недвижимости,7,23,4,120.0,40.0,Южное Бутово,Старокрымская ,Улица Скобелевская,37.552721,55.548103
Риэлтор,8,43,4,114.0,39.9,Хорошевский,Хорошевское шоссе,Беговая,37.545518,55.773505
Риэлтор,2,9,4,106.6,40.0,Дорогомилово,Кутузовский проспект,Киевская,37.564132,55.743117
Агент по недвижимости,3,4,4,98.4,40.0,Басманный,Новорязанская ,Комсомольская,37.654565,55.774072
