author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Агент по недвижимости,6,6,4,88.2,34.4,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Агент по недвижимости,4,6,4,87.2,39.3,Тверской, Чаянова,Маяковская,37.596192,55.769808
Агент по недвижимости,5,16,4,76.0,33.0,Басманный,Бакунинская ,Бауманская,37.67904,55.772405
Застройщик,10,30,4,80.8,18.51,Южное Бутово,м. Бунинская аллея,Бунинская аллея,37.515899,55.537977
Агент по недвижимости,13,16,4,109.5,37.5,Обручевский, Академика Опарина,Коньково,37.519156,55.631857
Агент по недвижимости,17,22,4,100.9,28.5,Коньково,Профсоюзная ,Коньково,37.519156,55.631857
Агент по недвижимости,4,6,4,95.2,31.0,Преображенское,Преображенская ,Преображенская площадь,37.713582,55.796322
Застройщик,2,16,4,87.1,36.98,Сокол, Зорге,Зорге,37.504444,55.787778
Агент по недвижимости,13,22,4,130.0,39.6,Кунцево,Истринская ,Кунцевская,37.445985,55.728707
Агент по недвижимости,8,13,4,95.0,39.0,Даниловский,проспект Лихачева,Технопарк,37.664167,55.695
Риэлтор,2,4,4,30.0,14.99,Даниловский,Автозаводская ,ЗИЛ,37.648333,55.698333
Агент по недвижимости,15,32,4,109.6,34.4,Нижегородский,Газгольдерная ,Нижегородская,37.729404,55.731835
Агент по недвижимости,6,17,4,108.4,29.9,Марьино,Поречная ,Братиславская,37.748415,55.658817
Агент по недвижимости,4,6,4,87.3,40.0,Хамовники,Малая Пироговская ,Фрунзенская,37.58022,55.727462
Застройщик,37,48,4,99.29,34.94,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,37.398967,55.833137
Агент по недвижимости,4,11,4,98.0,35.5,Останкинский, Годовикова,Алексеевская,37.638699,55.807794
Застройщик,6,29,4,103.2,31.06,Южнопортовый,Волгоградский проспект,Дубровка,37.676259,55.71807
Агент по недвижимости,3,17,4,145.0,35.0,Западное Дегунино,Коровинское шоссе,Селигерская,37.547117,55.866556
Застройщик,14,29,4,102.1,31.15,Южнопортовый,Волгоградский проспект,Дубровка,37.676259,55.71807
Застройщик,16,20,4,86.62,34.52,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Агент по недвижимости,1,6,4,77.2,23.65,Сокол,Новопесчаная ,Сокол,37.515245,55.805564
Застройщик,27,29,4,90.4,32.54,Черемушки, Наметкина,Новые Черёмушки,37.554493,55.670077
Застройщик,26,36,4,92.9,28.94,Ярославский,проспект Мира,Ростокино,37.667778,55.839444
Агент по недвижимости,31,53,4,96.0,38.0,Пресненский,Шелепихинское шоссе,Шелепиха,37.524067,55.757116
Агент по недвижимости,1,10,4,91.0,18.5,Южное Бутово,Чечерский проезд,Бунинская аллея,37.515899,55.537977
Агент по недвижимости,10,14,4,107.0,36.0,Кунцево,Молодогвардейская ,Кунцевская,37.445985,55.728707
Застройщик,33,35,4,93.0,33.34,Левобережный,Фестивальная ,Речной вокзал,82.93827,55.008738
Агент по недвижимости,12,29,4,112.0,36.26,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская,37.464931,55.697189
Риэлтор,13,24,4,92.1,34.5,Войковский,Старопетровский проезд,Войковская,37.497791,55.818923
Агент по недвижимости,6,6,4,106.5,31.5,Южнопортовый,Шарикоподшипниковская ,Дубровка,37.676259,55.71807
Агент по недвижимости,19,25,4,106.1,36.7,Дмитровский,Дмитровское шоссе,Яхромская,37.545429,55.879904
Агент по недвижимости,49,56,4,113.0,37.0,Раменки,проспект Генерала Дорохова,Минская,37.497872,55.723947
Застройщик,18,30,4,95.6,24.76,Черемушки, Наметкина,Воронцовская,37.539446,55.658845
Официальный представитель,4,8,4,104.8,31.9,Академический,Нахимовский проспект,Профсоюзная,37.562595,55.677671
Риэлтор,7,8,4,82.0,31.5,Ломоносовский, Строителей,Университет,37.534511,55.69329
Риэлтор,20,24,4,112.0,37.5,Можайский, Толбухина,Сетунь,37.398473,55.724211
Застройщик,36,51,4,98.51,39.9,Пресненский,Шелепихинское шоссе,Шелепиха,37.524067,55.757116
Застройщик,28,30,4,76.9,19.25,Южное Бутово,к2.4,Улица Горчакова,37.532063,55.542281
Риэлтор,7,17,4,115.0,40.0,Кунцево,Партизанская ,Молодёжная,37.415627,55.741375
Агент по недвижимости,3,5,4,99.6,27.08,Савеловский,1-я Хуторская ,Дмитровская,37.581734,55.808056
Агент по недвижимости,14,23,4,105.7,27.8,Рязанский,Волжский бульвар,Текстильщики,37.728406,55.707725
Застройщик,1,29,4,105.25,39.58,Богородское,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,4,5,4,103.4,25.95,Восточное Измайлово,Измайловский бульвар,Первомайская,37.799364,55.794376
Агент по недвижимости,3,17,4,145.0,35.0,Западное Дегунино,Коровинское шоссе,Селигерская,37.547117,55.866556
Риэлтор,11,17,4,115.0,39.0,Даниловский,2-я оч.,Коломенская,37.663719,55.677423
Агент по недвижимости,14,33,4,80.0,37.0,Хорошево-Мневники,Причальный проезд,Шелепиха,37.524067,55.757116
Агент по недвижимости,9,22,4,110.0,30.9,Бутырский, Милашенкова,Фонвизинская,37.588056,55.822778
Агент по недвижимости,3,9,4,63.0,17.5,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,37.485071,55.775697
Агент по недвижимости,1,5,4,97.0,26.0,Ростокино, Докукина,Ботанический сад,37.637811,55.844597
Агент по недвижимости,27,28,4,107.0,27.0,Лефортово,проезд Невельского,Авиамоторная,37.717444,55.751933
Агент по недвижимости,5,9,4,128.8,32.0,Южное Бутово,Южнобутовская ,Бунинская аллея,37.515899,55.537977
Агент по недвижимости,3,12,4,83.6,22.5,Метрогородок,Открытое шоссе,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,5,5,4,73.4,28.0,Замоскворечье,1-й Щипковский переулок,Серпуховская,37.624792,55.726548
Риэлтор,1,5,4,100.0,21.5,Савеловский,4-й Вятский переулок,Дмитровская,37.581734,55.808056
Застройщик,19,35,4,112.9,39.1,Левобережный,Фестивальная ,Речной вокзал,82.93827,55.008738
Застройщик,13,29,4,94.03,34.42,Можайский, Петра Алексеева,Рабочий посёлок,37.417877,55.726918
Агент по недвижимости,4,8,4,100.4,34.9,Даниловский,Дербеневская набережная,Пролетарская,37.666917,55.731546
Риэлтор,9,9,4,101.0,35.0,Савеловский,Полтавская ,Савёловская,37.587163,55.794054
Застройщик,15,15,4,101.3,21.86,Молжаниновский,Ленинградское шоссе,Подрезково,37.334722,55.941667
Агент по недвижимости,22,22,4,105.0,39.9,Останкинский, Академика Королева,Улица Академика Королёва,37.627167,55.821821
